,City,Cloudiness,Country,Humidity,Lat,Lng,Max Temp,Wind Speed
411,Anahuac,98,MX,38,27.2333,-100.15,86.34,16.22
412,Plettenberg Bay,100,ZA,71,-34.0527,23.3716,67.55,1.32
413,Bhadrachalam,64,IN,97,17.6667,80.8833,74.19,2.71
414,Okhotsk,100,RU,54,59.3833,143.3,31.05,4.18
415,Mahon,20,ES,88,39.8885,4.2658,68.56,3.44
416,Ancud,1,CL,63,-41.8697,-73.8203,50.68,7.74
417,Quatre Cocos,37,MU,79,-20.2078,57.7625,71.71,10.65
418,Belaya Gora,83,RU,88,68.5333,146.4167,16.63,7.02
419,Davila,100,PH,92,18.4726,120.5763,75.18,30.87
420,Tamandare,42,BR,68,-8.7597,-35.1047,79.92,10.87
421,Hay River,100,CA,41,60.8156,-115.7999,55.38,13.8
422,Izhma,100,RU,67,65.0083,53.9113,41.72,10.42
423,Willowmore,100,ZA,40,-33.2926,23.4895,73.08,6.26
424,Omsukchan,92,RU,91,62.5333,155.8,6.4,4.61
425,Abu Kamal,3,SY,35,34.4506,40.9171,76.41,6.06
426,Willimantic,43,US,51,41.7107,-72.2081,67.35,8.01
427,Talnakh,100,RU,99,69.4865,88.3972,38.21,7.67
428,Noumea,100,NC,76,-22.2763,166.4572,69.78,12.59
429,Naze,100,JP,59,28.3667,129.4833,68.92,16.67
430,Sun Valley,0,US,26,39.5963,-119.776,77.02,5.75
431,Vila Velha,20,BR,70,-20.3297,-40.2925,84.15,18.41
432,Doha,0,QA,60,25.2867,51.5333,89.49,4.61
433,Nabire,100,ID,92,-3.3667,135.4833,75.02,3.71
434,Paita,29,PE,72,-5.0892,-81.1144,69.8,17.43
435,Ravar,0,IR,12,31.2656,56.8055,67.59,4.9
436,Kendari,39,ID,95,-3.945,122.4989,74.21,4.03
437,Leh,72,IN,45,34.1667,77.5833,45.28,5.84
438,Krasnoselkup,100,RU,98,65.7,82.4667,39.9,10.0
439,Muisne,95,EC,78,0.6,-80.0333,76.46,10.07
440,Novo Cruzeiro,81,BR,29,-17.4681,-41.8753,85.01,7.54
441,Olinda,40,BR,65,-8.0089,-34.8553,83.93,14.97
442,Puerto Del Rosario,20,ES,78,28.5004,-13.8627,73.15,12.66
443,Sovetskiy,7,RU,83,61.3614,63.5842,41.76,10.11
444,Kahta,1,TR,38,37.7855,38.6237,65.57,4.85
445,Biltine,7,TD,19,14.5333,20.9167,89.85,6.64
446,Bathurst,100,AU,89,-33.4166,149.5806,46.26,6.2
447,Las Vegas,40,US,29,36.175,-115.1372,85.82,4.0
448,Tartagal,0,AR,13,-22.5164,-63.8013,76.68,6.26
449,Saint-Leu,53,RE,77,-21.15,55.2833,70.66,4.7
450,Vostok,100,RU,94,46.4856,135.8833,43.48,5.1
451,Gouyave,40,GD,74,12.1646,-61.7296,84.97,23.02
452,Kemijarvi,100,FI,86,66.7131,27.4306,45.32,11.72
453,Bonavista,70,CA,51,48.6499,-53.1147,53.69,13.69
454,Kharp,100,RU,96,66.8014,65.8081,38.84,10.54
455,Saint-Denis,75,FR,74,48.9167,2.3333,64.89,12.66
456,Lar,66,IN,80,26.2039,83.9717,73.62,4.9
457,Alta Floresta,40,BR,41,-9.8756,-56.0861,94.82,5.75
458,Iralaya,100,HN,84,15.0,-83.2333,81.61,7.31
459,Mount Isa,0,AU,44,-20.7333,139.5,58.77,0.0
460,Kaeo,100,NZ,95,-35.1,173.7833,55.33,4.23
461,Timizart,5,DZ,72,36.8,4.2667,68.86,4.68
462,Nelson Bay,100,AU,78,-32.7167,152.15,62.01,11.99
463,Komsomolskiy,0,UZ,54,40.4272,71.7189,54.32,2.3
464,Plover,0,US,52,44.4564,-89.544,62.83,4.61
465,Porto Walter,100,BR,33,-8.2686,-72.7439,95.34,4.7
466,Kyra,100,RU,50,49.5776,111.9753,33.46,3.83
467,George Town,20,MY,83,5.4112,100.3354,81.23,0.0
468,Tuatapere,100,NZ,91,-46.1333,167.6833,47.7,9.42
469,Pangai,75,TO,83,-19.8,-174.35,75.31,2.3
470,Loreto,5,MX,41,22.2667,-101.9667,70.83,12.24
471,Ahipara,54,NZ,83,-35.1667,173.1667,56.3,3.33
472,Dzaoudzi,20,YT,73,-12.7887,45.2699,76.89,9.22
473,Mokhotlong,71,LS,67,-29.2894,29.0675,58.26,8.77
474,Tazovskiy,100,RU,93,67.4667,78.7,38.7,6.46
475,Kyzyl-Suu,0,KG,47,42.3414,78.0056,41.22,5.66
476,Ngunguru,100,NZ,76,-35.6167,174.5,60.06,4.25
477,Kandrian,100,PG,85,-6.2167,149.55,74.77,4.85
478,Hovd,23,MN,52,48.0056,91.6419,38.71,4.56
479,Dubbo,100,AU,87,-32.25,148.6167,51.93,12.66
480,Nola,12,IT,90,40.922,14.5329,69.4,1.7
481,Aracati,45,BR,57,-4.5617,-37.7697,85.28,15.93
482,Tatarskaya Pishlya,100,RU,87,54.0608,44.8998,50.43,9.75
483,Neuquen,0,AR,13,-38.9516,-68.0591,75.09,2.3
484,Mendi,100,PG,99,-6.1761,143.6513,54.93,3.13
485,Liwale,12,TZ,66,-9.7667,37.9333,69.94,7.09
486,Noyabrsk,47,RU,89,63.1994,75.4507,39.65,15.03
487,Port Hedland,0,AU,68,-20.3167,118.5667,71.65,10.36
488,Karatau,0,KZ,48,43.1667,70.4667,44.82,7.16
489,Dalvik,23,IS,83,65.9702,-18.5286,28.33,7.34
490,Bousso,28,TD,68,10.4795,16.7117,77.4,3.96
491,Shache,100,CN,22,38.4167,77.2406,67.71,5.17
492,Champerico,100,GT,90,14.3,-91.9167,77.54,5.32
493,Jalingo,24,NG,82,8.8833,11.3667,77.47,2.71
494,Vila Franca Do Campo,38,PT,87,37.7167,-25.4333,73.81,4.36
495,Padang,98,ID,83,-0.9492,100.3543,77.11,3.06
496,Meulaboh,100,ID,88,4.1363,96.1285,75.94,3.67
497,Kirensk,100,RU,96,57.7853,108.1119,29.97,3.44
498,Sinnamary,21,GF,70,5.3833,-52.95,84.67,12.15
499,Saint-Paul,35,RE,80,-21.0096,55.2707,71.71,4.03
500,Avera,77,US,57,33.194,-82.5271,78.31,5.7
501,Aripuana,64,BR,37,-9.1667,-60.6333,94.93,1.39
502,Miguel Hidalgo,100,MX,61,19.4225,-99.2028,67.51,1.01
503,Berlevag,0,NO,81,70.8578,29.0864,41.0,5.75
504,Moranbah,100,AU,88,-22.0016,148.0466,65.25,18.03
505,Ventspils,0,LV,87,57.3894,21.5606,48.13,8.05
506,Orocue,34,CO,51,4.7912,-71.3354,91.6,1.03
507,Sorong,100,ID,89,-0.8833,131.25,77.49,6.78
508,Taruma,100,BR,73,-22.7467,-50.5772,75.33,10.42
509,Gat,0,IL,100,31.61,34.7642,74.08,5.48
510,Bumba,100,CD,95,2.1833,22.4667,71.82,2.91
511,Warrington,40,GB,79,53.3925,-2.5802,52.86,8.05
512,Phan Thiet,100,VN,91,10.9333,108.1,76.3,6.26
513,Barcelos,66,PT,90,41.5388,-8.6151,65.91,2.59
514,Tomatlan,61,MX,43,19.9333,-105.25,92.95,4.21
515,Sarti,17,GR,57,40.1,23.9833,67.98,4.81
516,Cavalcante,10,BR,13,-13.7975,-47.4583,93.69,10.69
517,Washougal,85,US,60,45.5826,-122.3534,75.67,3.0
518,Tezu,100,IN,98,27.9167,96.1667,71.38,3.29
519,Vestmannaeyjar,75,IS,60,63.4427,-20.2734,40.19,5.75
520,Wuan,14,CN,53,31.6836,112.0044,52.63,1.72
521,Lazaro Cardenas,99,MX,54,17.9583,-102.2,89.47,3.31
522,Sabzevar,0,IR,25,36.2126,57.6819,61.88,9.22
523,Wajima,92,JP,58,37.4,136.9,64.26,31.27
524,Gazojak,4,TM,18,41.1875,61.4036,57.79,12.64
525,Niamey,14,NE,38,13.5137,2.1098,91.69,5.75
526,Bongandanga,100,CD,91,1.5,21.05,71.56,2.26
527,Sicuani,97,PE,16,-14.2694,-71.2261,66.36,4.23
528,Sebinkarahisar,55,TR,80,40.2883,38.4236,49.03,4.14
529,Ajdabiya,2,LY,54,30.7554,20.2263,71.11,8.41
530,Santa Maria,75,BR,55,-29.6842,-53.8069,58.3,14.97
531,Bafoulabe,84,ML,53,13.8065,-10.8321,86.76,3.15
532,Urumqi,0,CN,58,43.801,87.6005,49.15,2.24
533,Ahome,0,MX,37,25.9167,-109.1833,92.19,10.18
534,Dangtu,100,CN,39,31.5723,118.4928,46.45,4.12
535,Tucumcari,96,US,46,35.1717,-103.725,66.94,9.22
536,Lorengau,70,PG,70,-2.0226,147.2712,79.09,5.53
537,Nitra,79,SK,51,48.3076,18.0845,57.63,5.06
538,Chara,54,RU,79,56.9064,118.2631,28.76,2.37
539,Hammerfest,75,NO,76,70.6634,23.6821,45.05,3.44
540,Huarmey,20,PE,73,-10.0681,-78.1522,68.4,12.08
541,Virginia Beach,21,US,47,36.8529,-75.978,73.04,1.99
542,Nirmal,100,IN,99,19.1,78.35,72.68,2.75
543,Adrar,48,MR,19,20.5022,-10.0711,94.5,10.63
544,Gorin,100,RU,81,51.1983,136.6669,32.56,6.53
545,Pingliang,2,CN,64,35.5392,106.6861,40.19,3.2
546,Salmas,3,IR,52,38.1973,44.7653,57.07,3.27
547,Botou,0,CN,38,38.0667,116.5667,46.15,7.23
548,Lyngseidet,100,NO,88,69.5763,20.2189,50.0,11.7
549,Caraquet,36,CA,54,47.7941,-64.9386,48.74,9.8
550,Clyde River,75,CA,86,70.4692,-68.5914,21.43,17.27
551,Erenhot,6,CN,17,43.6475,111.9767,41.27,7.94
552,Havre-Saint-Pierre,100,CA,75,50.2334,-63.5986,43.16,13.8
553,Oyama,100,JP,83,36.3,139.8,64.58,1.86
554,Creel,17,MX,36,27.75,-107.6333,64.96,11.54
555,Kaabong,5,UG,51,3.4836,34.1492,70.38,12.35
556,Along,100,IN,99,28.1667,94.7667,70.56,0.92
557,Rubtsovsk,24,RU,67,51.5,81.25,41.52,7.65
558,Wajid,5,SO,57,3.8093,43.2471,79.25,22.7
559,Manokwari,100,ID,75,-0.8667,134.0833,79.02,2.26
560,Kavaratti,100,IN,80,10.5669,72.642,80.69,9.15
561,Gondanglegi,100,ID,90,-7.7479,112.0132,76.15,10.83
562,Sechura,30,PE,60,-5.5569,-80.8222,74.88,14.74
563,Sidney,75,AU,87,-33.8679,151.2073,57.27,5.75
564,Bitkine,55,TD,60,11.9801,18.2138,81.63,8.1
